frame,time_s,track_id,conf,x1,y1,x2,y2,cx,cy,foot_x,foot_y,image_x,image_y,world_x,world_y
0,0.0,1,0.90478515625,105.5625,1384.5,224.4375,1678.5,165.0,1531.5,165.0,1678.5,165.0,1678.5,4.9194,23.8485
0,0.0,2,0.8076171875,441.0,703.5,468.0,777.0,454.5,740.25,454.5,777.0,454.5,777.0,7.3326,-8.2605
0,0.0,3,0.7646484375,294.5625,685.5,318.5625,757.5,306.5625,721.5,306.5625,757.5,306.5625,757.5,4.3216,-6.3983
0,0.0,4,0.71044921875,723.75,700.875,743.25,764.625,733.5,732.75,733.5,764.625,733.5,764.625,11.0113,-13.0465
0,0.0,5,0.70263671875,10.546875,880.5,59.90625,1021.5,35.2265625,951.0,35.2265625,1021.5,35.2265625,1021.5,-0.2709,17.5364
0,0.0,6,0.68603515625,596.625,648.0,616.125,694.5,606.375,671.25,606.375,694.5,606.375,694.5,9.7744,-16.166
0,0.0,7,0.67333984375,327.375,696.0,356.625,765.0,342.0,730.5,342.0,765.0,342.0,765.0,5.1665,-6.7099
0,0.0,8,0.64892578125,517.5,620.625,531.0,666.375,524.25,643.5,524.25,666.375,524.25,666.375,8.6021,-17.5328
0,0.0,9,0.6396484375,706.5,657.75,723.0,714.75,714.75,686.25,714.75,714.75,714.75,714.75,11.0246,-15.8538
0,0.0,10,0.62255859375,141.1875,724.125,183.1875,814.5,162.1875,769.3125,162.1875,814.5,162.1875,814.5,0.8658,2.2573
1,0.0333378216636744,1,0.90380859375,104.3740005493164,1380.5950927734375,222.2091522216797,1671.99169921875,163.2915802001953,1526.29345703125,163.2915802001953,1671.99169921875,163.2915802001953,1671.99169921875,4.8914,23.8304
1,0.0333378216636744,2,0.79052734375,442.1181335449219,706.754150390625,468.18353271484375,777.6508178710938,455.15081787109375,742.2025146484375,455.15081787109375,777.6508178710938,455.15081787109375,777.6508178710938,7.3434,-8.2307
1,0.0333378216636744,3,0.73486328125,293.8586730957031,686.8016357421875,318.29010009765625,760.1033325195312,306.07440185546875,723.4525146484375,306.07440185546875,760.1033325195312,306.07440185546875,760.1033325195312,4.3235,-6.19
1,0.0333378216636744,4,0.6376953125,723.091796875,700.875,742.6065063476562,764.625,732.84912109375,732.75,732.84912109375,764.625,732.84912109375,764.625,11.0047,-13.0394
1,0.0333378216636744,5,0.6953125,10.858603477478027,883.1033325195312,59.30978393554688,1021.5,35.08419418334961,952.3016357421876,35.08419418334961,1021.5,35.08419418334961,1021.5,-0.2747,17.5434
1,0.0333378216636744,6,0.68701171875,596.1661987304688,648.0,615.9329833984375,695.1508178710938,606.049560546875,671.575439453125,606.049560546875,695.1508178710938,606.049560546875,695.1508178710938,9.7678,-16.115
1,0.0333378216636744,7,0.650390625,326.9946594238281,694.0475463867188,357.33074951171875,765.6508178710938,342.1627197265625,729.8491821289062,342.1627197265625,765.6508178710938,342.1627197265625,765.6508178710938,5.1724,-6.6669
1,0.0333378216636744,8,0.7099609375,516.6102294921875,621.2758178710938,529.937255859375,666.375,523.2737426757812,643.825439453125,523.2737426757812,666.375,523.2737426757812,666.375,8.5856,-17.5227
1,0.0333378216636744,9,0.56005859375,706.5,657.0991821289062,723.0,714.0991821289062,714.75,685.5991821289062,714.75,714.0991821289062,714.75,714.0991821289062,11.0275,-15.8956
1,0.0333378216636744,10,0.57763671875,140.76593017578125,725.7520751953125,182.63282775878903,815.8016357421875,161.69937133789062,770.77685546875,161.69937133789062,815.8016357421875,161.69937133789062,815.8016357421875,0.8666,2.362
2,0.0666756433273488,1,0.90576171875,102.10775756835938,1376.4061279296875,220.6633453369141,1669.7049560546875,161.38555908203125,1523.0555419921875,161.38555908203125,1669.7049560546875,161.38555908203125,1669.7049560546875,4.8687,23.8582
2,0.0666756433273488,2,0.8115234375,443.5003356933594,710.275634765625,468.8034057617188,778.9486083984375,456.15185546875,744.6121215820312,456.15185546875,778.9486083984375,456.15185546875,778.9486083984375,7.3601,-8.166
2,0.0666756433273488,3,0.7431640625,293.1644592285156,688.1857299804688,317.6561279296875,761.7109985351562,305.4102783203125,724.9483642578125,305.4102783203125,761.7109985351562,305.4102783203125,761.7109985351562,4.3161,-6.053
2,0.0666756433273488,4,0.74169921875,722.958984375,701.1673583984375,742.5164184570312,764.9173583984375,732.7376708984375,733.0423583984375,732.7376708984375,764.9173583984375,732.7376708984375,764.9173583984375,11.0023,-13.0216
2,0.0666756433273488,5,0.68994140625,10.671588897705078,882.9586181640625,59.3745231628418,1022.0892333984376,35.02305603027344,952.52392578125,35.02305603027344,1022.0892333984376,35.02305603027344,1022.0892333984376,-0.2694,17.5643
2,0.0666756433273488,6,0.68701171875,595.9739990234375,648.0,616.013427734375,695.8438110351562,605.9937133789062,671.921875,605.9937133789062,695.8438110351562,605.9937133789062,695.8438110351562,9.7648,-16.0638
2,0.0666756433273488,7,0.64697265625,326.9511108398437,693.7110595703125,357.4303894042969,765.7630004882812,342.19073486328125,729.737060546875,342.19073486328125,765.7630004882812,342.19073486328125,765.7630004882812,5.1734,-6.6595
2,0.0666756433273488,8,0.7333984375,515.490966796875,621.3870239257812,528.9583740234375,666.9631958007812,522.2246704101562,644.1751098632812,522.2246704101562,666.9631958007812,522.2246704101562,666.9631958007812,8.5668,-17.4617
2,0.0666756433273488,9,0.64501953125,706.93359375,658.1570434570312,723.1510620117188,713.9877319335938,715.0423583984375,686.0723876953125,715.0423583984375,713.9877319335938,715.0423583984375,713.9877319335938,11.0312,-15.9055
2,0.0666756433273488,10,0.6162109375,140.98585510253906,726.0305786132812,182.8313446044922,816.0244750976562,161.90859985351562,771.0275268554688,161.90859985351562,816.0244750976562,161.90859985351562,816.0244750976562,0.8758,2.3683
3,0.1000134649910233,1,0.90185546875,101.26496887207033,1370.60107421875,218.23802185058597,1659.9652099609375,159.75149536132812,1515.283203125,159.75149536132812,1659.9652099609375,159.75149536132812,1659.9652099609375,4.8349,23.8066
3,0.1000134649910233,2,0.802734375,444.8462829589844,712.4360961914062,469.7865905761719,779.9090576171875,457.3164367675781,746.172607421875,457.3164367675781,779.9090576171875,457.3164367675781,779.9090576171875,7.3794,-8.1263
3,0.1000134649910233,3,0.74609375,292.3190612792969,689.1743774414062,316.6698913574219,762.1766357421875,304.4944763183594,725.675537109375,304.4944763183594,762.1766357421875,304.4944763183594,762.1766357421875,4.2966,-5.9949
3,0.1000134649910233,4,0.7646484375,722.5393676757812,700.6865844726562,742.3175048828125,765.009033203125,732.428466796875,732.8477783203125,732.428466796875,765.009033203125,732.428466796875,765.009033203125,10.9988,-13.013
3,0.1000134649910233,5,0.68603515625,10.214250564575195,882.2977294921875,59.40541458129883,1022.8428344726562,34.80983352661133,952.5703125,34.80983352661133,1022.8428344726562,34.80983352661133,1022.8428344726562,-0.2661,17.5976
3,0.1000134649910233,6,0.6943359375,596.1549682617188,649.1334838867188,615.8084106445312,696.0535888671875,605.981689453125,672.593505859375,605.981689453125,696.0535888671875,605.981689453125,696.0535888671875,9.7639,-16.0484
3,0.1000134649910233,7,0.6494140625,326.8457946777344,694.2067260742188,357.2640991210937,766.3536987304688,342.054931640625,730.2802124023438,342.054931640625,766.3536987304688,342.054931640625,766.3536987304688,5.1726,-6.614
3,0.1000134649910233,8,0.69091796875,514.655517578125,622.2665405273438,528.0367431640625,667.4302368164062,521.3461303710938,644.848388671875,521.3461303710938,667.4302368164062,521.3461303710938,667.4302368164062,8.551,-17.4128
3,0.1000134649910233,9,0.6884765625,706.593994140625,657.3435668945312,723.0948486328125,713.9658813476562,714.8444213867188,685.6547241210938,714.8444213867188,713.9658813476562,714.8444213867188,713.9658813476562,11.0291,-15.905
3,0.1000134649910233,10,0.615234375,141.32028198242188,727.2339477539062,182.64535522460935,816.0704345703125,161.98281860351562,771.6522216796875,161.98281860351562,816.0704345703125,161.98281860351562,816.0704345703125,0.8787,2.3684
4,0.1333512866546977,1,0.90576171875,99.39754486083984,1365.53759765625,215.9835357666016,1653.607177734375,157.69053649902344,1509.5723876953125,157.69053649902344,1653.607177734375,157.69053649902344,1653.607177734375,4.8027,23.7988
4,0.1333512866546977,2,0.80908203125,445.7420959472656,714.1119995117188,470.6665344238281,781.292724609375,458.2043151855469,747.702392578125,458.2043151855469,781.292724609375,458.2043151855469,781.292724609375,7.3941,-8.0546
4,0.1333512866546977,3,0.751953125,291.2860717773437,689.724609375,315.4913635253906,761.987060546875,303.38873291015625,725.8558349609375,303.38873291015625,761.987060546875,303.38873291015625,761.987060546875,4.269,-5.9806
4,0.1333512866546977,4,0.7431640625,721.5671997070312,701.0767211914062,741.4544677734375,765.58251953125,731.5108642578125,733.32958984375,731.5108642578125,765.58251953125,731.5108642578125,765.58251953125,10.9871,-12.9705
4,0.1333512866546977,5,0.7001953125,10.007820129394531,882.069091796875,59.342315673828125,1023.0709228515624,34.67506790161133,952.5700073242188,34.67506790161133,1023.0709228515624,34.67506790161133,1023.0709228515624,-0.267,17.6112
4,0.1333512866546977,6,0.6982421875,596.2242431640625,649.5053100585938,615.7408447265625,696.0962524414062,605.9825439453125,672.80078125,605.9825439453125,696.0962524414062,605.9825439453125,696.0962524414062,9.7638,-16.0453
4,0.1333512866546977,7,0.669921875,326.8528137207031,695.492919921875,356.61444091796875,766.53857421875,341.733642578125,731.0157470703125,341.733642578125,766.53857421875,341.733642578125,766.53857421875,5.1662,-6.5931
4,0.1333512866546977,8,0.708984375,512.6565551757812,623.0977783203125,526.2072143554688,668.1211547851562,519.431884765625,645.6094970703125,519.431884765625,668.1211547851562,519.431884765625,668.1211547851562,8.5173,-17.3338
4,0.1333512866546977,9,0.67578125,706.439453125,657.6258544921875,723.1150512695312,714.516845703125,714.7772216796875,686.0713500976562,714.7772216796875,714.516845703125,714.7772216796875,714.516845703125,11.0259,-15.869
4,0.1333512866546977,10,0.615234375,141.7215118408203,728.1541137695312,182.84646606445312,816.6253051757812,162.28399658203125,772.3897094726562,162.28399658203125,816.6253051757812,162.28399658203125,816.6253051757812,0.8947,2.3929
5,0.1666891083183722,1,0.9072265625,97.826416015625,1360.8055419921875,213.62210083007807,1646.3438720703125,155.72425842285156,1503.57470703125,155.72425842285156,1646.3438720703125,155.72425842285156,1646.3438720703125,4.7694,23.7795
5,0.1666891083183722,2,0.7958984375,446.4920349121094,714.5565185546875,471.5048828125,781.7010498046875,458.99847412109375,748.1287841796875,458.99847412109375,781.7010498046875,458.99847412109375,781.7010498046875,7.4071,-8.0436
5,0.1666891083183722,3,0.75927734375,290.6107177734375,690.13427734375,314.6780090332031,761.611328125,302.64434814453125,725.872802734375,302.64434814453125,761.611328125,302.64434814453125,761.611328125,4.249,-5.9895
5,0.1666891083183722,4,0.68017578125,720.78857421875,701.7481689453125,740.5634155273438,765.2352294921875,730.676025390625,733.49169921875,730.676025390625,765.2352294921875,730.676025390625,765.2352294921875,10.9799,-12.9808
